Date,Product,Category,Price,Quantity,Discount,Sales,Region,Customer_Type,Payment_Method,Rating
2023-11-25,Robot Vacuum,Electronics,18000,1,5,17100,North,Retail,Credit Card,4.8
2023-11-26,Stapler,Stationery,350,10,0,3500,South,Corporate,UPI,4.0
2023-11-26,Correction Pen,Stationery,60,270,10,14580,West,Retail,Credit Card,4.1
2023-11-26,Smart TV 55inch,Electronics,68000,8,10,489600,East,Corporate,Debit Card,4.7
2023-11-27,Air Purifier,Electronics,12000,15,0,180000,East,Retail,Credit Card,4.2
2023-11-27,Display Cabinet,Furniture,19000,13,15,209950,North,Retail,UPI,4.4
2023-11-28,Laptop Pro 15,Electronics,85000,5,8,391000,South,Retail,Cash,4.9
2023-11-28,Laptop Pro 15,Electronics,85000,3,15,216750,South,Corporate,Cash,4.8
2023-11-28,Study Table,Furniture,7800,4,0,31200,South,Corporate,Cash,4.4
2023-11-28,Bar Cabinet,Furniture,32000,1,5,30400,East,Retail,Credit Card,3.9
2023-11-28,Noise Cancel HP,Electronics,12000,1,0,12000,West,Retail,UPI,4.0
2023-11-29,Smart Plug,Electronics,2200,6,5,12540,West,Corporate,Debit Card,4.2
2023-11-30,Bar Cabinet,Furniture,32000,15,0,480000,West,Corporate,Debit Card,3.7
2023-11-30,Notebook Leather,Stationery,600,37,5,21090,West,Retail,UPI,3.9
2023-11-30,LED Desk Lamp,Electronics,2200,2,5,4180,South,Corporate,Credit Card,4.1
2023-11-30,Laptop Pro 15,Electronics,85000,12,0,1020000,East,Retail,Credit Card,3.7
2023-11-30,Correction Pen,Stationery,60,213,0,12780,West,Retail,Credit Card,4.0
2023-11-30,Art Markers,Stationery,900,103,3,89919,West,Retail,Credit Card,3.9
2023-11-30,Drawing Pad,Stationery,180,241,0,43380,West,Retail,Credit Card,5.0
2023-12-01,Calculator,Stationery,450,122,15,46665,North,Retail,Credit Card,4.7
2023-12-01,Laminator A4,Stationery,3500,18,5,59850,East,Corporate,Cash,3.6
2023-12-02,Display Cabinet,Furniture,19000,8,15,129200,South,Corporate,Debit Card,3.6
2023-12-02,Conference Table,Furniture,45000,13,5,555750,West,Retail,UPI,4.8
2023-12-02,Smart Speaker,Electronics,8500,2,12,14960,East,Corporate,Cash,4.4
2023-12-02,Study Table,Furniture,7800,20,0,156000,West,Retail,UPI,3.9
2023-12-03,Graphics Card,Electronics,28000,12,12,295680,North,Retail,Debit Card,3.5
2023-12-03,Bluetooth Speaker,Electronics,3500,15,8,48300,North,Retail,Cash,3.9
2023-12-05,Desk Organizer,Stationery,800,70,0,56000,West,Corporate,Credit Card,3.8
2023-12-06,Notepad Premium,Stationery,500,49,12,21560,North,Corporate,Credit Card,4.8
2023-12-06,Corner Desk,Furniture,18000,10,3,174600,West,Corporate,Credit Card,4.0
2023-12-06,Calculator,Stationery,450,106,8,43884,South,Corporate,Debit Card,3.6
2023-12-06,Display Cabinet,Furniture,19000,14,5,252700,East,Corporate,Credit Card,4.3
2023-12-06,Executive Chair,Furniture,30000,18,3,523800,North,Corporate,Cash,4.6
2023-12-06,Ergonomic Chair,Furniture,18000,8,0,144000,West,Corporate,Cash,4.9
2023-12-07,Lounge Chair,Furniture,16000,15,10,216000,South,Corporate,Credit Card,4.9
2023-12-08,Bar Cabinet,Furniture,32000,15,0,480000,South,Retail,Net Banking,4.0
2023-12-08,Paper Cutter,Stationery,1200,248,0,297600,East,Corporate,Credit Card,4.1
2023-12-08,Wardrobe 3-door,Furniture,32000,4,0,128000,South,Corporate,Credit Card,3.9
2023-12-09,Noise Cancel HP,Electronics,12000,10,0,120000,South,Retail,Net Banking,4.9
2023-12-09,Wireless Mouse,Electronics,1500,4,12,5280,East,Corporate,Credit Card,3.6
2023-12-09,Lounge Chair,Furniture,16000,6,0,96000,West,Retail,Net Banking,4.1
2023-12-10,Display Cabinet,Furniture,19000,11,5,198550,West,Retail,Debit Card,4.4
2023-12-10,Pen Set Luxury,Stationery,800,211,5,160360,East,Retail,UPI,3.8
2023-12-11,Lounge Chair,Furniture,16000,11,5,167200,East,Retail,Credit Card,4.3
2023-12-11,Platform Bed,Furniture,28000,19,3,516040,North,Retail,UPI,4.4
2023-12-12,Laptop Air 13,Electronics,72000,6,15,367200,West,Corporate,Credit Card,3.8
2023-12-12,Coffee Table,Furniture,5500,13,0,71500,South,Corporate,Credit Card,3.8
2023-12-12,Laptop Air 13,Electronics,72000,13,0,936000,North,Corporate,Cash,4.6
2023-12-13,Journal Leather,Stationery,700,27,0,18900,West,Corporate,Cash,4.7
2023-12-13,Router WiFi 6,Electronics,3500,14,8,45080,North,Corporate,Cash,4.6
2023-12-14,Correction Pen,Stationery,60,74,3,4307,West,Corporate,Credit Card,3.7
2023-12-14,Wireless Earbuds,Electronics,4500,13,0,58500,West,Corporate,Credit Card,4.5
2023-12-14,Filing Cabinet,Furniture,8500,3,5,24225,West,Corporate,Credit Card,4.0
2023-12-14,Webcam HD,Electronics,5500,7,8,35420,East,Retail,UPI,4.4
2023-12-15,Air Purifier,Electronics,12000,8,5,91200,South,Corporate,UPI,5.0
2023-12-16,Dresser,Furniture,20000,2,3,38800,West,Retail,UPI,4.4
2023-12-16,Dresser,Furniture,20000,10,12,176000,East,Corporate,Credit Card,3.7
2023-12-16,Panel Bed,Furniture,32000,18,10,518400,North,Retail,Cash,3.9
2023-12-16,Standing Desk,Furniture,25000,13,5,308750,North,Retail,Debit Card,3.8
2023-12-16,Correction Pen,Stationery,60,66,5,3762,West,Corporate,Credit Card,4.1
2023-12-16,Dresser,Furniture,20000,18,15,306000,East,Retail,Cash,4.2
2023-12-17,Corner Desk,Furniture,18000,7,0,126000,West,Corporate,Credit Card,4.6
2023-12-17,Watercolor Set,Stationery,800,33,5,25080,East,Retail,Cash,4.4
2023-12-18,Art Markers,Stationery,900,10,0,9000,West,Corporate,Debit Card,4.0
2023-12-18,A4 Paper Ream,Stationery,400,222,10,79920,East,Retail,Credit Card,3.5
2023-12-20,Wooden Desk,Furniture,15000,15,12,198000,North,Corporate,UPI,4.2
2023-12-21,Lounge Chair,Furniture,16000,9,10,129600,South,Corporate,Cash,3.9
2023-12-22,Watercolor Set,Stationery,800,133,0,106400,East,Corporate,UPI,4.8
2023-12-23,Bookcase,Furniture,8500,15,5,121125,South,Corporate,Debit Card,4.2
2023-12-23,Planner Annual,Stationery,450,251,5,107302,North,Retail,Net Banking,4.6
2023-12-23,Art Markers,Stationery,900,151,10,122310,West,Retail,Debit Card,4.1
2023-12-24,Reception Desk,Furniture,35000,7,10,220500,East,Retail,UPI,3.5
2023-12-24,Bedside Table,Furniture,6500,5,5,30875,West,Corporate,Cash,4.3
2023-12-24,Watercolor Set,Stationery,800,231,0,184800,North,Retail,Credit Card,4.4
2023-12-25,Platform Bed,Furniture,28000,4,0,112000,North,Retail,Debit Card,4.1
2023-12-26,Journal Leather,Stationery,700,102,15,60690,South,Retail,Debit Card,4.5
2023-12-26,Smartwatch Series 5,Electronics,15000,12,10,162000,West,Corporate,Debit Card,4.4
2023-12-26,Drawing Pad,Stationery,180,14,8,2318,North,Retail,Cash,3.6
2023-12-27,Recliner Chair,Furniture,35000,18,5,598500,West,Corporate,Cash,4.5
2023-12-27,Recliner Chair,Furniture,35000,18,0,630000,North,Retail,Debit Card,4.1
2023-12-28,External SSD 1TB,Electronics,6500,7,0,45500,North,Retail,Credit Card,4.3
2023-12-28,Label Maker,Stationery,1200,141,0,169200,North,Retail,Debit Card,4.7
2023-12-29,Platform Bed,Furniture,28000,13,0,364000,East,Retail,Debit Card,3.9
2023-12-29,Wireless Mouse,Electronics,1500,5,0,7500,East,Retail,UPI,4.8
2023-12-29,Pen Set Luxury,Stationery,800,24,0,19200,East,Retail,Credit Card,4.1
2023-12-29,Binder Set,Stationery,350,231,5,76808,West,Retail,Cash,3.5
2023-12-29,Filing Cabinet,Furniture,8500,13,0,110500,East,Corporate,Credit Card,3.8
2023-12-29,Sketchbook A3,Stationery,550,208,5,108680,West,Corporate,Debit Card,4.2
2023-12-30,Murphy Bed,Furniture,65000,14,10,819000,West,Retail,Cash,4.6
2023-12-31,Drawing Pad,Stationery,180,288,0,51840,East,Retail,Debit Card,4.0
2024-01-01,Corner Desk,Furniture,18000,2,3,34920,South,Corporate,UPI,4.4
2024-01-01,Bookshelf 5-tier,Furniture,6500,1,8,5980,East,Corporate,Debit Card,4.2
2024-01-01,Laptop Pro 15,Electronics,85000,2,10,153000,South,Retail,Credit Card,4.2
2024-01-02,Robot Vacuum,Electronics,18000,12,5,205200,South,Corporate,Debit Card,4.7
2024-01-02,A4 Paper Ream,Stationery,400,37,15,12580,North,Retail,UPI,4.6
2024-01-02,Binding Machine,Stationery,8500,246,5,1986450,West,Retail,Cash,4.0
2024-01-03,Reception Desk,Furniture,35000,12,12,369600,West,Retail,Credit Card,5.0
2024-01-03,Storage Bench,Furniture,10500,16,5,159600,East,Retail,Credit Card,3.5
2024-01-03,Notebook Pack,Stationery,250,67,10,15075,West,Corporate,Cash,4.2
2024-01-03,Smart Plug,Electronics,2200,5,0,11000,South,Retail,UPI,4.1
2024-01-03,Coffee Table,Furniture,5500,10,8,50600,North,Corporate,Debit Card,4.8
2024-01-03,Executive Chair,Furniture,30000,11,0,330000,North,Corporate,Credit Card,3.7
2024-01-03,A4 Paper Ream,Stationery,400,189,12,66528,South,Retail,Debit Card,4.1
2024-01-04,Laptop Pro 15,Electronics,85000,4,3,329800,East,Corporate,Credit Card,3.9
2024-01-04,Sofa Set Office,Furniture,55000,12,10,594000,East,Corporate,Credit Card,3.6
2024-01-05,Desk Organizer,Stationery,800,213,5,161880,North,Retail,Debit Card,4.6
2024-01-05,Conference Table,Furniture,45000,5,8,207000,West,Corporate,Credit Card,4.1
2024-01-06,Spiral Planner,Stationery,380,236,0,89680,West,Corporate,UPI,4.9
2024-01-06,Paper Cutter,Stationery,1200,271,15,276420,East,Corporate,UPI,3.8
2024-01-06,Drawing Pad,Stationery,180,118,10,19116,West,Corporate,UPI,4.7
2024-01-06,Laptop Air 13,Electronics,72000,14,0,1008000,East,Corporate,Debit Card,3.9
2024-01-07,Gaming Chair Pro,Furniture,22000,2,3,42680,North,Corporate,UPI,4.7
2024-01-07,Sketchbook A3,Stationery,550,267,10,132165,West,Corporate,Credit Card,3.5
2024-01-07,Panel Bed,Furniture,32000,9,0,288000,South,Retail,Credit Card,4.1
2024-01-07,Paper Cutter,Stationery,1200,172,0,206400,South,Retail,Credit Card,3.7
2024-01-07,Clipboard Set,Stationery,180,158,0,28440,East,Retail,UPI,4.5
2024-01-08,Scissors Set,Stationery,90,165,0,14850,West,Corporate,Debit Card,4.2
2024-01-08,Wooden Desk,Furniture,15000,4,0,60000,North,Corporate,Credit Card,4.6
2024-01-08,Ergonomic Chair,Furniture,18000,3,0,54000,West,Retail,Net Banking,5.0
2024-01-08,Power Bank,Electronics,2800,4,5,10640,North,Corporate,Credit Card,4.8
2024-01-09,USB Hub,Electronics,2200,6,3,12804,East,Corporate,UPI,3.8
2024-01-09,Marker Set,Stationery,200,47,5,8930,East,Retail,Credit Card,3.7
2024-01-10,Corner Desk,Furniture,18000,2,8,33120,North,Corporate,Debit Card,3.9
2024-01-10,Bookshelf 5-tier,Furniture,6500,18,0,117000,South,Corporate,Net Banking,3.9
2024-01-10,Lounge Chair,Furniture,16000,1,12,14080,South,Corporate,Credit Card,4.2
2024-01-11,Laminator A4,Stationery,3500,22,10,69300,South,Retail,Credit Card,4.7
2024-01-11,Platform Bed,Furniture,28000,19,0,532000,East,Retail,Credit Card,4.0
2024-01-11,Clipboard Set,Stationery,180,126,12,19958,East,Retail,UPI,4.3
2024-01-11,Notebook Pack,Stationery,250,207,8,47610,North,Corporate,Credit Card,4.6
2024-01-11,Pen Set Luxury,Stationery,800,183,15,124440,North,Corporate,Credit Card,4.0
2024-01-11,Paper Cutter,Stationery,1200,154,8,170016,South,Corporate,Cash,3.7
2024-01-11,Notebook Pack,Stationery,250,173,3,41952,West,Retail,Debit Card,4.9
2024-01-12,Scissors Set,Stationery,90,113,0,10170,West,Corporate,Debit Card,5.0
2024-01-12,Smartwatch Series 5,Electronics,15000,13,0,195000,North,Corporate,UPI,3.5
2024-01-12,Executive Chair,Furniture,30000,11,8,303600,North,Corporate,Credit Card,4.4
2024-01-12,Binding Machine,Stationery,8500,143,10,1093950,South,Retail,Credit Card,3.7
2024-01-12,Robot Vacuum,Electronics,18000,9,15,137700,North,Retail,Cash,4.2
2024-01-13,Bluetooth Speaker,Electronics,3500,10,5,33250,South,Retail,Debit Card,5.0
2024-01-13,Noise Cancel HP,Electronics,12000,8,0,96000,West,Corporate,Debit Card,4.7
2024-01-13,Notebook Pack,Stationery,250,27,5,6412,North,Corporate,Credit Card,4.0
2024-01-13,Bar Cabinet,Furniture,32000,1,15,27200,East,Corporate,UPI,4.5
2024-01-13,Wireless Earbuds,Electronics,4500,14,8,57960,North,Retail,UPI,4.1
2024-01-14,Router WiFi 6,Electronics,3500,14,8,45080,North,Corporate,Debit Card,3.9
2024-01-14,Wooden Desk,Furniture,15000,11,10,148500,West,Corporate,Credit Card,4.4
2024-01-15,Smart TV 55inch,Electronics,68000,11,5,710600,North,Retail,Cash,3.7
2024-01-15,Pencil Set,Stationery,600,1,0,600,West,Retail,Debit Card,3.9
2024-01-15,Noise Cancel HP,Electronics,12000,9,0,108000,South,Retail,Credit Card,4.2
2024-01-15,Bluetooth Speaker,Electronics,3500,4,10,12600,West,Retail,UPI,4.1
2024-01-15,Laptop Air 13,Electronics,72000,5,0,360000,West,Corporate,Net Banking,4.5
2024-01-16,Monthly Planner,Stationery,420,53,12,19589,North,Retail,Credit Card,3.7
2024-01-16,Panel Bed,Furniture,32000,3,15,81600,South,Retail,Debit Card,4.5
2024-01-16,Panel Bed,Furniture,32000,14,5,425600,South,Corporate,Debit Card,4.3
2024-01-17,Projector HD,Electronics,55000,1,15,46750,East,Corporate,Debit Card,4.8
2024-01-17,Sofa Set Office,Furniture,55000,11,0,605000,North,Corporate,Credit Card,3.8
2024-01-17,Paper Cutter,Stationery,1200,213,5,242820,South,Corporate,Cash,4.3
2024-01-18,TV Stand,Furniture,8500,18,10,137700,South,Corporate,UPI,4.4
2024-01-18,Monthly Planner,Stationery,420,203,12,75029,West,Corporate,UPI,4.6
2024-01-19,Laminator A4,Stationery,3500,163,5,541975,South,Retail,Credit Card,5.0
2024-01-19,Keyboard Mechanical,Electronics,5500,4,15,18700,West,Corporate,Debit Card,5.0
2024-01-20,Graphics Card,Electronics,28000,11,12,271040,South,Retail,Credit Card,5.0
2024-01-20,Paper Cutter,Stationery,1200,290,0,348000,North,Corporate,Credit Card,4.2
2024-01-20,Laptop Pro 15,Electronics,85000,7,5,565250,West,Corporate,UPI,4.6
2024-01-20,Corner Desk,Furniture,18000,1,5,17100,West,Corporate,Cash,3.8
2024-01-21,Calculator,Stationery,450,188,15,71910,North,Retail,Debit Card,4.9
2024-01-21,Visitor Chair,Furniture,4500,2,0,9000,South,Retail,Cash,3.7
2024-01-22,Murphy Bed,Furniture,65000,11,3,693550,South,Retail,Credit Card,4.7
2024-01-22,Smart TV 43inch,Electronics,42000,8,8,309120,West,Corporate,Cash,4.7
2024-01-22,Lounge Chair,Furniture,16000,11,0,176000,East,Retail,Debit Card,4.1
2024-01-23,Dresser,Furniture,20000,8,0,160000,West,Retail,Cash,4.2
2024-01-23,Keyboard Mechanical,Electronics,5500,6,0,33000,South,Retail,Credit Card,4.6
2024-01-24,Dresser,Furniture,20000,12,0,240000,East,Corporate,Credit Card,4.6
2024-01-24,Laminator A4,Stationery,3500,126,10,396900,East,Retail,Cash,4.2
2024-01-24,Executive Chair,Furniture,30000,17,3,494700,West,Corporate,Cash,4.0
2024-01-25,Air Purifier,Electronics,12000,11,3,128040,North,Corporate,Credit Card,4.2
2024-01-25,Binder Set,Stationery,350,202,15,60095,North,Corporate,Debit Card,4.7
2024-01-25,Laptop Air 13,Electronics,72000,13,5,889200,West,Corporate,Credit Card,3.7
2024-01-26,Notebook Leather,Stationery,600,288,8,158976,South,Corporate,Credit Card,3.9
2024-01-26,Smart TV 43inch,Electronics,42000,7,10,264600,West,Corporate,Debit Card,4.0
2024-01-28,Dash Cam,Electronics,6000,10,12,52800,South,Corporate,Credit Card,4.7
2024-01-28,Gaming Chair Pro,Furniture,22000,9,10,178200,North,Corporate,Net Banking,4.5
2024-01-28,Projector HD,Electronics,55000,10,0,550000,South,Corporate,UPI,4.4
2024-01-29,Label Maker,Stationery,1200,128,0,153600,East,Retail,Credit Card,3.7
2024-01-29,Sofa Set Office,Furniture,55000,11,0,605000,South,Retail,UPI,3.9
2024-01-29,Recliner Chair,Furniture,35000,17,5,565250,North,Corporate,UPI,4.2
2024-01-29,Noise Cancel HP,Electronics,12000,2,0,24000,North,Corporate,UPI,4.9
2024-01-29,Paper Cutter,Stationery,1200,195,0,234000,East,Corporate,Cash,4.2
2024-01-31,Bookshelf 5-tier,Furniture,6500,16,10,93600,East,Retail,Cash,4.6
2024-01-31,Pencil Set,Stationery,600,282,5,160740,North,Corporate,Net Banking,4.1
2024-01-31,Storage Bench,Furniture,10500,10,0,105000,East,Retail,Debit Card,3.9
2024-01-31,Executive Chair,Furniture,30000,8,5,228000,North,Retail,Credit Card,4.3
2024-01-31,Executive Chair,Furniture,30000,8,0,240000,North,Retail,UPI,4.2
2024-01-31,Notepad Premium,Stationery,500,222,0,111000,East,Retail,Cash,4.3
2024-02-01,Notepad Premium,Stationery,500,268,0,134000,North,Retail,Net Banking,4.5
2024-02-01,Microphone USB,Electronics,6500,15,3,94575,South,Retail,Cash,4.5
2024-02-02,Wardrobe 3-door,Furniture,32000,6,5,182400,North,Retail,Cash,3.7
2024-02-02,Notebook Leather,Stationery,600,278,0,166800,South,Corporate,Cash,3.7
2024-02-03,Spiral Planner,Stationery,380,277,5,99997,West,Corporate,Cash,4.5
2024-02-03,Corner Desk,Furniture,18000,4,0,72000,North,Retail,Debit Card,4.6
2024-02-03,USB Hub,Electronics,2200,13,12,25168,West,Retail,UPI,3.9
2024-02-03,Desk Organizer,Stationery,800,169,0,135200,South,Corporate,UPI,3.6
2024-02-04,Storage Bench,Furniture,10500,18,15,160650,South,Retail,Credit Card,4.2
2024-02-04,Dresser,Furniture,20000,12,10,216000,South,Corporate,Credit Card,4.6
2024-02-04,Desk Organizer,Stationery,800,65,12,45760,East,Corporate,Credit Card,4.3
2024-02-05,Gel Pen Set,Stationery,150,94,15,11985,East,Corporate,UPI,3.7
2024-02-05,Monitor 27inch,Electronics,32000,11,0,352000,East,Corporate,Debit Card,3.8
2024-02-05,Ergonomic Chair,Furniture,18000,17,5,290700,East,Corporate,UPI,4.3
2024-02-06,Lounge Chair,Furniture,16000,2,3,31040,West,Retail,Credit Card,4.2
2024-02-07,Desk Organizer,Stationery,800,154,15,104720,East,Retail,UPI,3.9
2024-02-07,Marker Set,Stationery,200,115,0,23000,North,Retail,Debit Card,4.6
2024-02-07,Conference Table,Furniture,45000,19,3,829350,South,Corporate,Net Banking,4.2
2024-02-07,Printer Laser,Electronics,18000,14,3,244440,East,Corporate,Cash,3.6
2024-02-07,Marker Set,Stationery,200,45,8,8280,South,Retail,Credit Card,3.7
2024-02-07,Wooden Desk,Furniture,15000,3,3,43650,East,Corporate,Cash,3.7
2024-02-08,Sketchbook A3,Stationery,550,14,0,7700,West,Corporate,Cash,3.8
2024-02-08,Art Markers,Stationery,900,44,5,37620,South,Retail,Credit Card,4.9
2024-02-08,Journal Leather,Stationery,700,97,0,67900,South,Corporate,Debit Card,4.2
2024-02-08,Dash Cam,Electronics,6000,14,10,75600,West,Retail,UPI,3.8
2024-02-08,Panel Bed,Furniture,32000,18,0,576000,West,Corporate,UPI,3.5
2024-02-08,Keyboard Mechanical,Electronics,5500,1,10,4950,South,Corporate,Credit Card,4.4
2024-02-08,Laptop Air 13,Electronics,72000,1,5,68400,North,Corporate,Credit Card,4.4
2024-02-09,Laptop Pro 15,Electronics,85000,3,10,229500,West,Retail,Cash,4.9
2024-02-09,Display Cabinet,Furniture,19000,16,8,279680,West,Retail,UPI,4.1
2024-02-09,Correction Pen,Stationery,60,197,10,10638,East,Corporate,Debit Card,3.6
2024-02-09,Tablet 10inch,Electronics,28000,11,5,292600,West,Retail,UPI,4.8
2024-02-10,Bookcase,Furniture,8500,11,3,90695,East,Corporate,Credit Card,4.4
2024-02-10,Dresser,Furniture,20000,20,8,368000,East,Retail,Credit Card,4.7
2024-02-10,Smart Plug,Electronics,2200,5,15,9350,West,Corporate,UPI,4.5
2024-02-10,Graphics Card,Electronics,28000,8,5,212800,East,Retail,Credit Card,4.7
2024-02-11,Executive Chair,Furniture,30000,13,5,370500,North,Retail,Credit Card,4.4
2024-02-11,Wireless Mouse,Electronics,1500,9,0,13500,East,Retail,UPI,4.3
2024-02-12,Marker Set,Stationery,200,61,3,11834,West,Corporate,Credit Card,4.3
2024-02-12,Gaming Headset,Electronics,6500,3,0,19500,South,Retail,Debit Card,4.4
2024-02-12,Clipboard Set,Stationery,180,4,0,720,West,Corporate,Credit Card,4.7
2024-02-12,Gaming Headset,Electronics,6500,12,5,74100,East,Corporate,Net Banking,4.7
2024-02-13,Laptop Pro 15,Electronics,85000,14,3,1154300,South,Retail,Cash,3.9
2024-02-13,Dresser,Furniture,20000,8,5,152000,East,Retail,Debit Card,4.1
2024-02-14,Monthly Planner,Stationery,420,112,0,47040,East,Retail,Credit Card,4.7
2024-02-14,Sketchbook A3,Stationery,550,199,5,103978,East,Retail,Debit Card,4.0
2024-02-14,Pen Set Luxury,Stationery,800,152,0,121600,East,Retail,Credit Card,3.5
2024-02-15,Study Table,Furniture,7800,17,8,121992,West,Retail,Credit Card,4.6
2024-02-16,Panel Bed,Furniture,32000,2,5,60800,West,Retail,UPI,3.7
2024-02-17,Bedside Table,Furniture,6500,15,10,87750,South,Corporate,UPI,4.1
2024-02-17,Gaming Headset,Electronics,6500,10,5,61750,East,Retail,Debit Card,4.0
2024-02-17,Keyboard Mechanical,Electronics,5500,4,15,18700,West,Corporate,Net Banking,4.6
2024-02-18,Mesh Chair,Furniture,14500,13,0,188500,North,Corporate,UPI,4.9
2024-02-18,Dresser,Furniture,20000,19,0,380000,West,Corporate,Cash,3.8
2024-02-18,Webcam HD,Electronics,5500,6,0,33000,West,Retail,Credit Card,4.6
2024-02-19,Bar Cabinet,Furniture,32000,9,0,288000,West,Corporate,Credit Card,4.2
2024-02-19,Gaming Chair Pro,Furniture,22000,10,3,213400,West,Retail,Net Banking,4.5
2024-02-20,Bar Cabinet,Furniture,32000,11,0,352000,West,Corporate,Credit Card,3.7
2024-02-20,Monitor 32inch,Electronics,45000,3,3,130950,North,Corporate,Cash,4.0
2024-02-20,Wardrobe 3-door,Furniture,32000,14,10,403200,West,Retail,Net Banking,4.2
2024-02-21,Smart TV 43inch,Electronics,42000,1,8,38640,South,Corporate,Credit Card,4.9
2024-02-21,Microphone USB,Electronics,6500,2,0,13000,West,Retail,Net Banking,3.6
2024-02-22,Tablet 12inch,Electronics,38000,14,0,532000,West,Corporate,UPI,3.7
2024-02-22,Projector HD,Electronics,55000,7,15,327250,South,Corporate,Credit Card,4.0
2024-02-23,TV Stand,Furniture,8500,20,10,153000,East,Corporate,Credit Card,4.6
2024-02-23,Monthly Planner,Stationery,420,67,10,25326,East,Retail,Debit Card,4.5
2024-02-23,External SSD 1TB,Electronics,6500,2,5,12350,East,Corporate,Debit Card,3.9
2024-02-23,Projector HD,Electronics,55000,13,5,679250,East,Retail,Debit Card,4.7
2024-02-24,Spiral Planner,Stationery,380,235,0,89300,East,Corporate,Cash,4.2
2024-02-24,Gaming Chair Pro,Furniture,22000,13,5,271700,North,Retail,UPI,4.5
2024-02-25,Study Table,Furniture,7800,16,15,106080,West,Corporate,Credit Card,4.1
2024-02-26,Notepad Premium,Stationery,500,128,5,60800,South,Corporate,Debit Card,3.6
2024-02-26,Visitor Chair,Furniture,4500,9,0,40500,South,Corporate,Credit Card,3.5
2024-02-28,Dresser,Furniture,20000,15,8,276000,West,Corporate,Credit Card,4.0
2024-02-28,Spiral Planner,Stationery,380,251,8,87750,North,Corporate,Debit Card,4.8
2024-02-28,Reception Desk,Furniture,35000,7,10,220500,East,Corporate,UPI,4.1
2024-02-29,Murphy Bed,Furniture,65000,17,5,1049750,North,Retail,UPI,4.8
2024-02-29,Power Bank,Electronics,2800,9,5,23940,South,Retail,Net Banking,4.1
2024-03-01,TV Stand,Furniture,8500,13,0,110500,South,Retail,Credit Card,3.6
2024-03-01,Wooden Desk,Furniture,15000,6,8,82800,West,Corporate,Cash,4.4
2024-03-01,Tablet 12inch,Electronics,38000,14,10,478800,East,Retail,Debit Card,3.6
2024-03-02,Journal Leather,Stationery,700,116,12,71456,West,Retail,Net Banking,3.9
2024-03-02,Watercolor Set,Stationery,800,69,8,50784,South,Retail,Credit Card,4.5
2024-03-02,Notebook Leather,Stationery,600,46,3,26772,West,Corporate,Net Banking,4.1
2024-03-02,Keyboard Mechanical,Electronics,5500,11,5,57475,South,Retail,UPI,4.0
2024-03-02,Filing Cabinet,Furniture,8500,1,5,8075,West,Corporate,UPI,3.5
2024-03-03,Conference Table,Furniture,45000,13,0,585000,East,Corporate,Cash,4.4
2024-03-03,Label Maker,Stationery,1200,148,8,163392,South,Corporate,Debit Card,4.6
2024-03-03,Webcam HD,Electronics,5500,9,15,42075,East,Corporate,Credit Card,3.6
2024-03-04,Webcam HD,Electronics,5500,12,3,64020,West,Retail,Cash,4.6
2024-03-05,Smart Speaker,Electronics,8500,15,12,112200,South,Corporate,Net Banking,4.7
2024-03-05,Paper Cutter,Stationery,1200,191,5,217740,West,Retail,Debit Card,4.4
2024-03-05,Stapler,Stationery,350,133,0,46550,North,Corporate,Cash,4.1
2024-03-05,Laptop Air 13,Electronics,72000,8,0,576000,East,Corporate,Cash,3.9
2024-03-05,Marker Set,Stationery,200,189,12,33264,West,Corporate,Credit Card,4.9
2024-03-06,Visitor Chair,Furniture,4500,1,12,3960,North,Retail,Credit Card,3.7
2024-03-06,Bedside Table,Furniture,6500,4,5,24700,East,Retail,Cash,4.2
2024-03-07,Dresser,Furniture,20000,3,10,54000,North,Corporate,Net Banking,4.0
2024-03-07,A4 Paper Ream,Stationery,400,33,10,11880,West,Retail,Debit Card,3.7
2024-03-07,Tablet 10inch,Electronics,28000,14,3,380240,North,Corporate,Credit Card,4.5
2024-03-07,USB Hub,Electronics,2200,8,0,17600,West,Retail,UPI,4.4
2024-03-08,Marker Set,Stationery,200,245,0,49000,South,Retail,Credit Card,4.7
2024-03-08,A4 Paper Ream,Stationery,400,31,5,11780,East,Retail,Credit Card,4.6
2024-03-08,Office Chair Deluxe,Furniture,12000,6,5,68400,North,Retail,Net Banking,4.7
2024-03-09,Gel Pen Set,Stationery,150,148,15,18870,East,Retail,Credit Card,4.3
2024-03-09,Smart TV 43inch,Electronics,42000,11,12,406560,South,Corporate,Debit Card,3.7
2024-03-09,Wireless Mouse,Electronics,1500,2,0,3000,South,Retail,Debit Card,3.9
2024-03-09,Notebook Pack,Stationery,250,128,5,30400,North,Retail,UPI,4.2
2024-03-09,Tablet 12inch,Electronics,38000,1,3,36860,North,Corporate,Cash,3.9
2024-03-10,Calculator,Stationery,450,118,3,51507,West,Retail,Credit Card,3.8
2024-03-10,Laminator A4,Stationery,3500,231,8,743820,East,Corporate,Credit Card,4.4
2024-03-10,Bookshelf 5-tier,Furniture,6500,17,10,99450,South,Retail,Debit Card,3.9
2024-03-10,Calculator,Stationery,450,274,0,123300,East,Retail,UPI,5.0
2024-03-10,TV Stand,Furniture,8500,11,0,93500,East,Retail,UPI,4.2
2024-03-11,Reception Desk,Furniture,35000,2,5,66500,West,Corporate,Credit Card,4.7
